"country"	"mprog"	"helcom_subbasin"	"helcom_l3"	"helcom_l4"	"ices_ecoregion"	"ospar_region"	"ospar_subregion"	"is_amap_monitoring"	"is_helcom_monitoring"	"is_medpol_monitoring"	"is_ospar_monitoring"	"is_amap_area"	"is_helcom_area"	"is_ospar_area"	"rlabo"	"slabo"	"alabo"	"statn"	"myear"	"date"	"latitude"	"longitude"	"dephu"	"dephl"	"purpm"	"finfl"	"rlist"	"speci"	"speci_name"	"aphiaid"	"worms_name"	"aphiaid_accepted"	"worms_accepted_name"	"sexco"	"stage"	"noinp"	"bulkid"	"param"	"pargroup"	"matrx"	"basis"	"value"	"munit"	"detli"	"lmqnt"	"uncrt"	"metcu"	"qflag"	"vflag"	"metoa"	"metcx"	"metpt"	"metst"	"metps"	"metfp"	"smtyp"	"smpno"	"subno"	"dcflgs"	"tblanalysisid"	"tblparamid"	"tblbioid"	"tblsampleid"	"tblspotid"	"tbluploadid"	"accessionid"	"subseries"
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1992	"1992-11-02"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	100	""	"EXLIP%"	"B-BIO"	"SB"	""	1.7	"%"	NA	NA	NA	""	""	""	"GRV"	"CHX-ACE"	""	"DF20"	""	""	"HAN"	"0"	"1"	""	198981	44812743	3709123	1848353	294004	9976	19930068	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1992	"1992-11-02"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	100	""	"LNMAX"	"B-BIO"	"SH"	""	2.9	"cm"	NA	NA	NA	""	""	""	""	""	""	"RT"	""	""	"HAN"	"0"	"1"	""	198979	44812745	3709123	1848353	294004	9976	19930068	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1992	"1992-11-02"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"WTMEA"	"B-BIO"	"EX"	""	2.6	"g"	NA	NA	NA	""	""	""	"GRV"	""	""	NA	""	""	"HAN"	"0"	"2"	""	198983	44812752	3709124	1848353	294004	9976	19930068	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1992	"1992-11-02"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"EXLIP%"	"B-BIO"	"SB"	""	1.7	"%"	NA	NA	NA	""	""	""	"GRV"	"CHX-ACE"	""	"DF20"	""	""	"HAN"	"0"	"2"	""	198981	44812757	3709124	1848353	294004	9976	19930068	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1992	"1992-11-02"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"WTMEA"	"B-BIO"	"EX"	""	5.9	"g"	NA	NA	NA	""	""	""	"GRV"	""	""	NA	""	""	"HAN"	"0"	"3"	""	198983	44812758	3709125	1848353	294004	9976	19930068	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1992	"1992-11-02"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"LNMAX"	"B-BIO"	"SH"	""	4.9	"cm"	NA	NA	NA	""	""	""	""	""	""	"RT"	""	""	"HAN"	"0"	"3"	""	198979	44812759	3709125	1848353	294004	9976	19930068	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1992	"1992-11-02"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"EXLIP%"	"B-BIO"	"SB"	""	1.8	"%"	NA	NA	NA	""	""	""	"GRV"	"CHX-ACE"	""	"DF20"	""	""	"HAN"	"0"	"3"	""	198981	44812762	3709125	1848353	294004	9976	19930068	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1992	"1992-11-02"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"WTMEA"	"B-BIO"	"SB"	""	1.3	"g"	NA	NA	NA	""	""	""	"GRV"	""	""	NA	""	""	"HAN"	"0"	"2"	""	198982	44812781	3709124	1848353	294004	9976	19930068	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1992	"1992-11-02"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"LNMAX"	"B-BIO"	"SH"	""	3.9	"cm"	NA	NA	NA	""	""	""	""	""	""	"RT"	""	""	"HAN"	"0"	"2"	""	198979	44812786	3709124	1848353	294004	9976	19930068	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1992	"1992-11-02"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"WTMEA"	"B-BIO"	"SB"	""	2.7	"g"	NA	NA	NA	""	""	""	"GRV"	""	""	NA	""	""	"HAN"	"0"	"3"	""	198982	44812792	3709125	1848353	294004	9976	19930068	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1992	"1992-11-02"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	100	""	"DRYWT%"	"B-BIO"	"SB"	""	21	"%"	NA	NA	NA	""	""	""	"GRV"	""	""	"DF20"	""	""	"HAN"	"0"	"1"	""	198980	44818215	3709123	1848353	294004	9976	19930068	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1992	"1992-11-02"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	100	""	"LNMIN"	"B-BIO"	"SH"	""	2	"cm"	NA	NA	NA	""	""	""	""	""	""	"RT"	""	""	"HAN"	"0"	"1"	""	198979	44818216	3709123	1848353	294004	9976	19930068	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1992	"1992-11-02"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"DRYWT%"	"B-BIO"	"SB"	""	19.7	"%"	NA	NA	NA	""	""	""	"GRV"	""	""	"DF20"	""	""	"HAN"	"0"	"2"	""	198980	44818223	3709124	1848353	294004	9976	19930068	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1992	"1992-11-02"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"DRYWT%"	"B-BIO"	"SB"	""	19.1	"%"	NA	NA	NA	""	""	""	"GRV"	""	""	"DF20"	""	""	"HAN"	"0"	"3"	""	198980	44818235	3709125	1848353	294004	9976	19930068	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1992	"1992-11-02"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"LNMIN"	"B-BIO"	"SH"	""	4	"cm"	NA	NA	NA	""	""	""	""	""	""	"RT"	""	""	"HAN"	"0"	"3"	""	198979	44818237	3709125	1848353	294004	9976	19930068	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1992	"1992-11-02"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"LNMIN"	"B-BIO"	"SH"	""	3	"cm"	NA	NA	NA	""	""	""	""	""	""	"RT"	""	""	"HAN"	"0"	"2"	""	198979	44818257	3709124	1848353	294004	9976	19930068	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1993	"1993-09-15"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"LNMEA"	"B-BIO"	"SH"	""	3.5	"cm"	NA	NA	0.02	"SD"	""	""	""	""	""	"RT"	""	""	"HAN"	"0"	"2"	""	199035	44820822	3709992	1848413	294072	9977	19950024	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1993	"1993-09-15"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"LNMEA"	"B-BIO"	"SH"	""	4.5	"cm"	NA	NA	0.03	"SD"	""	""	""	""	""	"RT"	""	""	"HAN"	"0"	"3"	""	199035	44820823	3709993	1848413	294072	9977	19950024	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1993	"1993-09-15"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"LNMEA"	"B-BIO"	"SH"	""	2.6	"cm"	NA	NA	0.02	"SD"	""	""	""	""	""	"RT"	""	""	"HAN"	"0"	"1"	""	199035	44820827	3709991	1848413	294072	9977	19950024	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1993	"1993-09-15"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"DDEPP"	"OC-DD"	"SB"	"W"	0.7	"ug/kg"	0.1	NA	NA	""	""	""	""	""	""	""	""	"NON"	"HAN"	"0"	"1"	""	199016	44821877	3709991	1848413	294072	9977	19950024	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1993	"1993-09-15"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"DDEPP"	"OC-DD"	"SB"	"W"	0.8	"ug/kg"	0.1	NA	NA	""	""	""	""	""	""	""	""	"NON"	"HAN"	"0"	"2"	""	199016	44821882	3709992	1848413	294072	9977	19950024	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1993	"1993-09-15"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"DDEPP"	"OC-DD"	"SB"	"W"	0.6	"ug/kg"	0.1	NA	NA	""	""	""	""	""	""	""	""	"NON"	"HAN"	"0"	"3"	""	199016	44821883	3709993	1848413	294072	9977	19950024	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1993	"1993-09-15"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"WTMEA"	"B-BIO"	"EX"	""	0.9	"g"	NA	NA	NA	""	""	""	"GRV"	""	""	NA	""	""	"HAN"	"0"	"1"	""	199039	44824050	3709991	1848413	294072	9977	19950024	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1993	"1993-09-15"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"LNMAX"	"B-BIO"	"SH"	""	2.9	"cm"	NA	NA	NA	""	""	""	""	""	""	"RT"	""	""	"HAN"	"0"	"1"	""	199035	44824057	3709991	1848413	294072	9977	19950024	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1993	"1993-09-15"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"WTMEA"	"B-BIO"	"SB"	""	1.5	"g"	NA	NA	NA	""	""	""	"GRV"	""	""	NA	""	""	"HAN"	"0"	"2"	""	199038	44824058	3709992	1848413	294072	9977	19950024	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1993	"1993-09-15"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"LNMAX"	"B-BIO"	"SH"	""	3.9	"cm"	NA	NA	NA	""	""	""	""	""	""	"RT"	""	""	"HAN"	"0"	"2"	""	199035	44824059	3709992	1848413	294072	9977	19950024	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1993	"1993-09-15"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"WTMEA"	"B-BIO"	"EX"	""	5.8	"g"	NA	NA	NA	""	""	""	"GRV"	""	""	NA	""	""	"HAN"	"0"	"3"	""	199039	44824062	3709993	1848413	294072	9977	19950024	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1993	"1993-09-15"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"EXLIP%"	"B-BIO"	"SB"	""	1.2	"%"	NA	NA	NA	""	""	""	"GRV"	"CHX-ACE"	""	"DF20"	""	""	"HAN"	"0"	"1"	""	199037	44824116	3709991	1848413	294072	9977	19950024	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1993	"1993-09-15"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"WTMEA"	"B-BIO"	"SB"	""	0.5	"g"	NA	NA	NA	""	""	""	"GRV"	""	""	NA	""	""	"HAN"	"0"	"1"	""	199038	44824117	3709991	1848413	294072	9977	19950024	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1993	"1993-09-15"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"WTMEA"	"B-BIO"	"EX"	""	2.6	"g"	NA	NA	NA	""	""	""	"GRV"	""	""	NA	""	""	"HAN"	"0"	"2"	""	199039	44824120	3709992	1848413	294072	9977	19950024	NA
